"V62" "V63" "V64" "V65" "V66" "V67" "V68"
-0.955655677368421 -0.740082655789474 -1 -0.810683567719298 -0.449712397894737 0.519731625964912 -0.586592671052632
-0.932529245106383 -0.61874329893617 -1 -0.773450187446808 -0.483101583617021 0.55486344893617 -0.624451458723404
-0.894072091960784 -0.24304507345098 -1 -1 -0.646350877843137 0.707020109411765 -0.76740197745098
-0.951623337222222 -0.648598478851852 -0.538368432259259 -0.588867989777778 -0.655712319259259 0.662750106851852 -0.669587565925926
-0.946602293478261 -0.748850382173913 -0.553881233347826 -0.445692586571522 -0.563614633043478 0.572901088478261 -0.582052890217391
-0.92434450037037 -0.898988501148148 -0.957555905555556 -0.860276506888889 -0.465281178518519 0.48827436 -0.511386984814815
-0.961928041875 -0.655935571895833 -1 -0.975250665625 -0.525564818333333 0.598907456041667 -0.670245649583333
-0.904007925 -0.368558670105263 -1 -0.695539882552632 -0.440394081842105 0.524901655789474 -0.608966599473684
-0.88761268804878 -0.118517272226341 -1 -0.774045446585366 -0.632321637073171 0.680439442195122 -0.728202685853659
-0.9772629966 -0.69762605798 -0.730048165158 -0.6416543186 -0.72183018 0.7292664472 -0.7364939854
-0.8964114704 -0.84990299956 -0.688306620374 -0.57751196342 -0.455551482802 0.49523338946 -0.5351398362
-0.937224414 -0.962524145511111 -0.732521146977778 -0.675374649644444 -0.419084267111111 0.457020185555556 -0.495323916
-0.960206692884615 -0.729468151538462 -0.697117428153846 -0.786508602692308 -0.356502301730769 0.448208466153846 -0.536373620384615
-0.880319120238095 -0.587290247857143 -0.586875411809524 -0.565291757785714 -0.587665033571429 0.657711224523809 -0.726670172857143
-0.90087987244898 -0.575712146326531 -0.516855756034694 -1 -0.488769978163265 0.566321934489796 -0.643594463469388
-0.964364281034483 -0.695003860603448 -0.823644203758621 -0.768069073362069 -0.471325881068966 0.491889354051724 -0.512578968362069
-0.974102599074074 -0.823305793481481 -0.781796086481481 -0.712846540814815 -0.483908272703704 0.505768819814815 -0.527685131851852
-0.964374215227273 -0.961606731363636 -0.740406301022727 -0.563085207111364 -0.235012648659091 0.270803883522727 -0.306823948840909
-0.963615479056604 -0.995335293962264 -0.735146776830189 -0.298069872716981 -0.348840898113208 0.440848612641509 -0.530050709245283
-0.909905748157895 -0.529655370526316 -0.574348522482632 -0.217206736163158 -0.576853445263158 0.654746103947368 -0.732040355789474
-0.88135685 -0.43190205787234 -0.553152445202128 -0.146336911255319 -0.571136571702128 0.623269444255319 -0.674311711489362
-0.986013702807018 -0.679568857349123 -0.832607018010526 -0.726319770666667 -0.516057562508772 0.532756442982456 -0.549417465438596
-0.973677270566038 -0.814629446622641 -0.592707986450943 -0.682733698679245 -0.452940434584906 0.490929264566038 -0.529245117924528
-0.99072785106383 -0.940950101702128 -1 -0.709706947021277 -0.338652440957447 0.359746682242553 -0.380925696395745
-0.966967087627119 -0.828858763220339 -1 -0.323525301627119 -0.459917709830508 0.530592436440678 -0.598661222881356
-0.932530080652174 -0.622441542215217 -1 -0.121381005791304 -0.64011805826087 0.70374226826087 -0.766641715
-0.926515703703704 -0.239569259833333 -1 0.0317437568981482 -0.715196671111111 0.753481919814815 -0.791266707592593
-0.964347229833333 -0.510292505083333 -0.6489908095 -0.757340128666667 -0.5926869015 0.60075547 -0.6087066605
-0.960919024509804 -0.901087203529412 -0.568952922060784 -0.490958296215686 -0.313392664960392 0.360430478745098 -0.408124702156863
-0.943446481967213 -0.954655547868852 -1 -0.761489850321311 -0.308575658681967 0.342124849826229 -0.376029782057377
-0.954601736 -1 -1 -1 -0.33095830748 0.4115962568 -0.488514098
-0.940814193695652 -0.787564345217391 -1 -0.996643056086956 -0.528666763695652 0.593857837391304 -0.657200740869565
-0.945060409230769 -0.561707446153846 -1 -0.739424197673077 -0.575320759807692 0.626687882115385 -0.676672996346154
-0.967184425322581 -0.529171400354839 -0.591963948387097 -0.524402987774194 -0.526586628354839 0.532890033935484 -0.538986053709677
-0.937512984285714 -0.869736546040816 -0.682977041387755 -0.703064342265306 -0.492558290265306 0.50635892155102 -0.52002577177551
-0.977727704385965 -0.948175252175439 -1 -0.779311766368421 -0.319859275549123 0.33942166967193 -0.359024242024561
-0.950699481403509 -0.460925969894737 -1 -0.691936151842105 -0.350310433035088 0.433992368245614 -0.515167925614035
-0.898450207234043 -0.625823255457447 -1 -0.647898869876596 -0.503262693191489 0.574503564468085 -0.644413561702128
-0.919873312727273 -0.223748799490909 -1 -0.901928412909091 -0.700241126363636 0.743203151818182 -0.785473939454545
-0.909121750588235 -0.320704469372549 -0.481668478215686 -0.447801364882353 -0.715112602941177 0.719386550392157 -0.723437682941176
-0.945975769259259 -0.852438358314815 -0.866520219937037 -0.779037715703704 -0.49007529712963 0.523475254444444 -0.557132098148148
-0.941010515 -0.605938416166667 -1 -1 -0.6237221375 0.63859613 -0.653499327
-0.95647838338983 -0.444477931644068 -1 -1 -0.549517463389831 0.613348451525424 -0.675620015423729
-0.886965000888889 -0.0644468753733333 -1 -1 -0.572960033555556 0.646233624888889 -0.719713481111111
-0.895064859074074 -0.12155459905037 -1 -1 -0.637075615740741 0.690459852962963 -0.743622199814815
-0.954747064861111 -0.569281242972222 -0.735104061680556 -0.739289844305556 -0.588049895805556 0.602221411805556 -0.616417020972222
-0.958972700847458 -0.849688807627119 -0.55827938079661 -0.721625145661017 -0.452066150186441 0.469994083977966 -0.487890711845763
-0.960850615471698 -0.980185953396226 -1 -0.554020791079245 -0.37174095009434 0.389823508207547 -0.407916101924528
-0.961086325 -0.968567609074074 -1 -0.296832077268519 -0.511640372962963 0.582959612407407 -0.652309826666667
-0.939889942142857 -0.423011922857143 -1 -0.169585476683333 -0.639462414047619 0.712064383571429 -0.784367703333333
-0.935031702916667 -0.334562860333333 -1 -0.104278830583333 -0.618823327083333 0.675247164375 -0.73083250125
-0.973862825142857 -0.487065298642857 -0.726808547671429 -0.558266535957143 -0.634721617571429 0.646904799571429 -0.658993310857143
-0.950038291434783 -0.911170491014493 -0.952992888985507 -0.746374330869565 -0.430164541652174 0.452389666971015 -0.47467133842029
-0.960683188333333 -0.918071953538461 -0.779538511025641 -1 -0.455933836397436 0.471925385371795 -0.487872074153846
-0.964813844509804 -0.717090594705882 -0.712058251705882 -1 -0.396390734862745 0.469683712745098 -0.539448837843137
-0.921825435957447 -0.330072209042553 -0.618955930778723 -1 -0.636580591276596 0.701451539148936 -0.765162671702128
-0.917643693333333 -0.264229198313725 -0.556183905705882 -1 -0.668522207647059 0.716774302156863 -0.764363391568627
-0.960081276619718 -0.533775032971831 -0.406061909887324 -0.345492283360563 -0.439045814084507 0.43956780615493 -0.439958198870423
-0.96346152640625 -0.91419485625 -0.838417547515625 -0.832522878015625 -0.438771237859375 0.452605826875 -0.466427875625
-0.971995372435897 -0.775832884487179 -1 -1 -0.443344037730769 0.451747866820513 -0.460154322675641
-0.962147219508197 -0.560582381311475 -1 -1 -0.438471591147541 0.501727789672131 -0.561922641311475
-0.90299300326087 -0.435762967976087 -0.991327570652174 -1 -0.654521452608696 0.723776546086957 -0.792745498478261
-0.940579429791667 -0.243486112366667 -1 -1 -0.652271974375 0.714028304375 -0.775210633958333
-0.991228477076923 -0.642796317658462 -0.845340539076923 -0.775510508769231 -0.437682928307692 0.452380932461538 -0.467024704307692
-0.979583018421053 -0.926824120526316 -0.794105802175439 -0.743094194070175 -0.327895559578947 0.35055551322807 -0.373334542859649
-0.977408932191781 -0.947968999452055 -1 -0.722987808356164 -0.38359288609589 0.408491483863014 -0.433543438082192
-0.976189666428571 -0.764669005357143 -1 -0.703306479821429 -0.408361343035714 0.486219797321429 -0.560832353214286
-0.927885993090909 -0.567098836327273 -1 -0.573473863507273 -0.595083951636364 0.647091678181818 -0.697989042
-0.918540914310345 -0.322670159948276 -1 -0.500765577601724 -0.6922989 0.732912036724138 -0.772761141551724
-0.989689703975904 -0.979634332771084 -0.746291079963855 -0.755821593963855 -0.604338156746988 0.614545059807229 -0.624606134024096
-0.964735971917808 -0.552135680520548 -0.586079801727397 -0.512381793584932 -0.625833386712329 0.628037052876712 -0.629929884520548
-0.962110871506849 -0.934039857260274 -1 -0.415044277739726 -0.368789676849315 0.39186432360274 -0.415088387575342
-0.934514156730769 -0.594164370769231 -1 -0.934097456096154 -0.347101249788462 0.436184123076923 -0.522317514423077
-0.908631919487179 -0.0171186147205128 -1 -0.97240515 -0.579914272820513 0.668023188717949 -0.756458773076923
-0.843888486 -0.1882831504425 -1 -0.98184271575 -0.5980914815 0.66578324375 -0.73331712875
-0.977866827647059 -0.756417805444118 -0.778862428205882 -0.6557879075 -0.623539603485294 0.631355439558824 -0.639053874264706
-0.940951325151515 -0.893006714666667 -0.816056528030303 -0.602370419698485 -0.429184132375758 0.463166180727273 -0.497449274166667
-0.947381910821918 -0.759334978506849 -1 -0.39849170720137 -0.402915940082192 0.428039543957534 -0.45329944939726
-0.957867550196078 -0.383875363333333 -1 -0.707965278666667 -0.404401842901961 0.485536214509804 -0.564711282156863
-0.922097402222222 -0.260340589186667 -1 -0.558212206877778 -0.646353350888889 0.708915038888889 -0.771018769333333
-0.912876660588235 -0.138833264507843 -1 -0.555383035575 -0.578489249607843 0.638676821176471 -0.698355711764706
-0.960369993 -0.348985098422222 -0.670241170311111 -0.485165867066667 -0.724753721777778 0.724717676444444 -0.724328304333333
-0.966672021058824 -0.914720316823529 -0.938843651529412 -0.909678023294118 -0.315696768301176 0.3408155872 -0.366097458531294
-0.960411599438202 -0.683990562168539 -1 -1 -0.460102719258427 0.478280310674157 -0.496580322696629
-0.978476008653846 -0.4051925335 -1 -1 -0.326454027692308 0.409798458653846 -0.490918822115385
-0.920488644666667 -0.174841470571111 -1 -1 -0.625422954 0.686654076444444 -0.746987718222222
-0.938854783829787 -0.182419859623404 -1 -1 -0.727330488510638 0.774263194680851 -0.821022853404255
-0.959439821388889 -0.688367775958333 -0.654822415486111 -0.578874371847222 -0.636176919134722 0.646522944444444 -0.656782789305556
-0.928636628548387 -0.649026489177419 -0.532750416451613 -0.331501627177419 -0.589342558064516 0.595532828225806 -0.601551904032258
-0.959543732539683 -0.983956232222222 -1 -0.694619558833333 -0.391601876857143 0.419892834139683 -0.448411255952381
-0.957355544130435 -0.607023869782609 -1 -0.630001110456522 -0.44373344623913 0.524446114782609 -0.602264466086956
-0.910194908055556 -0.273477547305556 -1 -0.526154391944444 -0.671913688611111 0.749898934444444 -0.828265342777778
-0.918324740714286 -0.255018417971429 -1 -0.874579196311905 -0.643597531428571 0.703557326428571 -0.762873314285714
-0.982872325694444 -0.384565322319444 -0.672567394 -0.664995268152778 -0.705882804861111 0.70679826375 -0.707369983611111
-0.935197961764706 -0.929662584705882 -0.653176783411765 -0.795647610705882 -0.365523878970588 0.385258233264706 -0.404942059161765
-0.951542514264706 -0.759184503367647 -0.956532413823529 -0.957843523823529 -0.36498553875 0.384171032544118 -0.403463942911765
-0.936534583898305 -0.719020004237288 -1 -1 -0.322727234757627 0.387579312050847 -0.44855227440678
-0.918086866851852 -0.327788593722222 -1 -1 -0.452758441666667 0.525842421111111 -0.59812410037037
-0.910433571960784 -0.13979629257451 -1 -1 -0.681265063137255 0.730762477647059 -0.780037837254902
-0.98317570125 -0.429279034888889 -0.825253923333333 -0.673133019027778 -0.633844805 0.633872095 -0.63358104875
-0.967507010147059 -0.875714791617647 -0.633547751529412 -0.617788136176471 -0.370567471438235 0.395030499044118 -0.419619492264706
-0.947443417246377 -0.979537941965217 -1 -0.828376626086957 -0.233943174342029 0.271314160072464 -0.309142828362319
-0.967889393793103 -1 -1 -1 -0.423425971551724 0.479624246551724 -0.532414652241379
-0.948288914363636 -0.862919167090909 -1 -1 -0.665247252727273 0.715272380545455 -0.764328101090909
-0.945847894745763 -0.352520584898305 -1 -1 -0.636388943220339 0.67586863559322 -0.714069654915254
-0.642794887452055 -0.514826000520548 -0.177979824547945 0.0635561799041096 -0.788757791917808 0.791634480958904 -0.794243234657534
-0.971191662307692 -0.8765311352 -0.664803376984615 -0.681728570676923 -0.417515206 0.437007537230769 -0.456487057692308
-0.969192079864865 -0.920504406756757 -1 -0.596964333162162 -0.344716233891892 0.378952886110811 -0.413539254851351
-0.953090533918919 -0.743000079324324 -1 -0.244937929013514 -0.548723720540541 0.591335811621622 -0.632530096621622
-0.937049374310345 -0.602253595068965 -1 -0.143621440862069 -0.723834637068966 0.765171639310345 -0.805881623275862
-0.891394120923077 -0.311206031961538 -1 -0.308819826767692 -0.789417681384615 0.814270021692308 -0.838764027692308
-0.988536965263158 -0.972117441315789 -0.817518952078947 -0.797028713184211 -0.630131529736842 0.634209051184211 -0.638071275921053
-0.949848677307692 -0.742439727794872 -0.73148219148718 -0.480200435735897 -0.545506603525641 0.555543545 -0.565423888333333
-0.965780497702703 -0.982577903986486 -1 -0.493818655445946 -0.327094220097297 0.361449810195946 -0.396106726202703
-0.968718286949153 -1 -1 -0.38578329520339 -0.40869666559322 0.471699372881356 -0.531513599322034
-0.9431286234 -0.7904995484 -1 -0.170708273384 -0.615470084 0.6752874296 -0.7336770054
-0.935907274 -0.605851153818182 -1 -0.660027462018182 -0.613698531272727 0.658931349454545 -0.702903212727273
-0.990103855675676 -0.977520899864865 -0.839939209378378 -0.836165592162162 -0.56515773472973 0.580303605405405 -0.595422636621622
-0.971856646285714 -0.831630031428571 -0.739722585957143 -0.616652949605714 -0.443090664971429 0.457058319714286 -0.470993429028571
-0.9688117305 -0.984017262375 -1 -0.8228014489625 -0.23079900411625 0.270043938 -0.3095655482375
-0.959566134210526 -0.746440069122807 -1 -0.973581690350877 -0.421132194210526 0.498700145087719 -0.573627377368421
-0.927902316818182 -0.542602465068182 -1 -0.900066058863636 -0.592912371136364 0.658813088181818 -0.723495592954545
-0.930366705882353 -0.42539938 -1 -1 -0.656857900588235 0.703483283137255 -0.749063196862745
-0.980205934875 -0.680759318725 -0.77569331985 -0.80885834282625 -0.649700967375 0.65285175475 -0.655714760125
-0.960820348333333 -0.817010209861111 -0.857427096805556 -0.704692342458333 -0.348829188083333 0.380552899361111 -0.412537775777778
-0.953688105063291 -0.988711801898734 -1 -0.820576505582278 -0.359684695392405 0.394093242871013 -0.428814864486076
-0.950222242037037 -0.785796377592593 -1 -1 -0.465082456111111 0.533232494074074 -0.598639509074074
-0.923331704782609 -0.3984590075 -1 -1 -0.590335589347826 0.656542151304348 -0.721506325434783
-0.909177643333333 -0.209846104529412 -1 -1 -0.617380931960784 0.665315816470588 -0.712278791960784
-0.987529523478261 -0.744393511115942 -0.903190042318841 -0.840689061710145 -0.50608283173913 0.530272910724638 -0.554605058115942
-0.974580715833333 -0.813024175254167 -0.6921627707 -0.642739996526667 -0.46123033725 0.474507793133333 -0.487692185166667
-0.984970545076923 -0.998235019692308 -0.887654262615385 -0.788001463230769 -0.296065226353846 0.326158968356923 -0.356381132036923
-0.950838917358491 -1 -1 -0.242924857660377 -0.524071937924528 0.59254975509434 -0.658925668490566
-0.880807603958333 -0.711851532916667 -1 0.0327734024872917 -0.644075849583333 0.702644520416667 -0.76054066375
-0.874978150816327 -0.340610817142857 -1 -0.0557491934897959 -0.600804848979592 0.646651630612245 -0.691560032857143
-0.983910599142857 -0.651112287628571 -0.786329679285714 -0.700156934442857 -0.606900972857143 0.621882521571429 -0.636827684428571
-0.961729257258064 -0.756580132370968 -0.774207203887097 -0.543931186451613 -0.556995812854839 0.580957335967742 -0.605064684032258
-0.952770126440678 -1 -0.876261126440678 -0.560500644745763 -0.379560235932203 0.427606130169492 -0.475747125016949
-0.951534853692308 -1 -1 -0.579002856930769 -0.499245490307692 0.561172880461538 -0.620829628307692
-0.893285026290323 -0.899329405322581 -0.997032532903226 -0.31760257383871 -0.621579382419355 0.667083587096774 -0.711366891129032
-0.872333902923077 -0.374222707092308 -1 -0.714037829424615 -0.722419444923077 0.752342015384615 -0.781663346769231
